# Header Begin
# spekpy version: 2.0.10
# file type: exported_spectrum
# comment: A demo spectrum export
# Inputs
# ------
# Tube Voltage: 200.0 [kVp]; Anode Angle: 5.0 [degrees]; Energy Bin: 0.5 [keV]; Bin shift fraction: None []; Physics Mode: spekpy-v2-casim [str]; Mu Data Source: pene [str]; Target: W [str]; 
# x: 0.0 [cm]; y: 0.0 [cm]; z: 100.0 [cm]; Tube Load: 1.0 [mAs]; Bremsstrahlung Emission: True [bool]; Characteristic Emission: True [bool]; Oblique: True [bool]; Ref. air Kerma: None [uGy]; Ref. fluence: None [Photons cm^-2]; 
# Filtration: [('Cu', 0.05), ('Air', 1000)] [mm]; 
# Outputs
# -------
# Fluence: 680861277.2696 [Photons cm^-2];  Air Kerma: 299.9623 [uGy]; Mean Energy: 75.6779 [keV]; 
# First HVL Al: 7.0922 [mm Al];  Second HVL Al: 11.4366 [mm Al];  Homogeneity Coefficient Al: 0.6201 [-]; Effective Energy Al: 50.4640 [keV]; 
# First HVL Cu: 0.4326 [mm Cu];  Second HVL Cu: 1.2331 [mm Cu];  Homogeneity Coefficient Cu: 0.3508 [-]; Effective Energy Cu: 57.4194 [keV]; 
# Spectrum Units:
# [keV], [Photons keV^-1 cm^-2], [Photons keV^-1 cm^-2]
# Header End: 17 lines
1.2500;0.0000;0.0000
1.7500;0.0000;0.0000
2.2500;0.0000;0.0000
2.7500;0.0000;0.0000
3.2500;0.0000;0.0000
3.7500;0.0000;0.0000
4.2500;0.0031;0.0000
4.7500;0.6874;0.0000
5.2500;26.6197;0.0000
5.7500;352.3846;0.0000
6.2500;2337.8668;0.0000
6.7500;9747.7661;0.0000
7.2500;76617.0172;47138.1868
7.7500;72669.0037;1750.2838
8.2500;3745541.5038;3600854.5264
8.7500;335219.7728;74451.4826
9.2500;15.0802;0.1342
9.7500;1371.7145;1292.1233
10.2500;232.2747;68.4559
10.7500;429.2982;43.5217
11.2500;4344.7524;3260.8128
11.7500;3631.3292;1646.7163
12.2500;4149.7667;441.7892
12.7500;6885.9119;0.0000
13.2500;12274.9653;0.0000
13.7500;20529.5944;0.0000
14.2500;32467.6673;0.0000
14.7500;48961.3501;0.0000
15.2500;70926.4976;0.0000
15.7500;99237.0997;0.0000
16.2500;134507.6857;0.0000
16.7500;177274.9621;0.0000
17.2500;228080.7914;0.0000
17.7500;287550.0170;0.0000
18.2500;356072.8440;0.0000
18.7500;433597.8247;0.0000
19.2500;520408.3933;0.0000
19.7500;616241.5672;0.0000
20.2500;721192.8729;0.0000
20.7500;835087.1776;0.0000
21.2500;957438.3958;0.0000
21.7500;1087879.9277;0.0000
22.2500;1226297.1792;0.0000
22.7500;1372264.9196;0.0000
23.2500;1525060.2302;0.0000
23.7500;1684159.0379;0.0000
24.2500;1849078.3785;0.0000
24.7500;2019201.5396;0.0000
25.2500;2194376.4910;0.0000
25.7500;2374086.4893;0.0000
26.2500;2557439.6084;0.0000
26.7500;2743768.1199;0.0000
27.2500;2932528.1668;0.0000
27.7500;3122788.6362;0.0000
28.2500;3314312.8921;0.0000
28.7500;3506561.5998;0.0000
29.2500;3699109.7848;0.0000
29.7500;3891450.4682;0.0000
30.2500;4083317.6671;0.0000
30.7500;4274020.5756;0.0000
31.2500;4463120.7286;0.0000
31.7500;4650200.7954;0.0000
32.2500;4834987.4553;0.0000
32.7500;5016952.2275;0.0000
33.2500;5195808.5343;0.0000
33.7500;5371272.0527;0.0000
34.2500;5543214.1252;0.0000
34.7500;5711146.0906;0.0000
35.2500;5874576.0678;0.0000
35.7500;6033363.2806;0.0000
36.2500;6187772.4259;0.0000
36.7500;6337388.0405;0.0000
37.2500;6482144.2174;0.0000
37.7500;6622019.3286;0.0000
38.2500;6757050.6820;0.0000
38.7500;6886877.0512;0.0000
39.2500;7011556.4736;0.0000
39.7500;7131176.8337;0.0000
40.2500;7245403.6839;0.0000
40.7500;7353937.5728;0.0000
41.2500;7457230.6380;0.0000
41.7500;7555382.5215;0.0000
42.2500;7648581.6232;0.0000
42.7500;7736521.0526;0.0000
43.2500;7819319.9623;0.0000
43.7500;7897230.1495;0.0000
44.2500;7970441.7691;0.0000
44.7500;8038641.7496;0.0000
45.2500;8101496.9738;0.0000
45.7500;8159196.4754;0.0000
