3.000000	0.000000
0.008000	0.000000
0.009000	0.000000
0.010000	0.000000
0.011000	0.000000
0.012000	0.000000
0.013000	0.000000
0.014000	0.000000
0.015000	0.000000
0.016000	0.000000
0.017000	0.000000
0.018000	0.000000
0.019000	0.000000
0.020000	0.000000
0.021000	0.000001
0.022000	0.000012
0.023000	0.000182
0.024000	0.002064
0.025000	0.018011
0.026000	0.122961
0.027000	0.685760
0.028000	3.156400
0.029000	12.397200
0.030000	41.553600
0.031000	92.504800
0.032000	191.275000
0.033000	374.390000
0.034000	690.694000
0.035000	1213.650000
0.036000	2023.340000
0.037000	3239.790000
0.038000	4983.480000
0.039000	7409.490000
0.040000	10600.900000
0.041000	13663.400000
0.042000	17303.400000
0.043000	21599.100000
0.044000	26643.600000
0.045000	32396.500000
0.046000	38673.900000
0.047000	45621.800000
0.048000	53137.800000
0.049000	61217.600000
0.050000	69710.400000
0.051000	76452.700000
0.052000	83527.000000
0.053000	90720.900000
0.054000	98207.700000
0.055000	105743.000000
0.056000	169014.000000
0.057000	242223.000000
0.058000	316584.000000
0.059000	400030.000000
0.060000	297513.000000
0.061000	173114.000000
0.062000	162102.000000
0.063000	149116.000000
0.064000	151359.000000
0.065000	152914.000000
0.066000	220187.000000
0.067000	292756.000000
0.068000	250680.000000
0.069000	203435.000000
0.070000	169907.000000
0.071000	133161.000000
0.072000	132522.000000
0.073000	131178.000000
0.074000	134546.000000
0.075000	138232.000000
0.076000	139166.000000
0.077000	139459.000000
0.078000	140401.000000
0.079000	139598.000000
0.080000	142632.000000
0.081000	142631.000000
0.082000	137435.000000
0.083000	132834.000000
0.084000	131832.000000
0.085000	130746.000000
0.086000	129894.000000
0.087000	128916.000000
0.088000	126864.000000
0.089000	124668.000000
0.090000	124714.000000
0.091000	124762.000000
0.092000	123290.000000
0.093000	121964.000000
0.094000	119688.000000
0.095000	117285.000000
0.096000	113865.000000
0.097000	110266.000000
0.098000	110222.000000
0.099000	110114.000000
0.100000	105997.000000
0.101000	101375.000000
0.102000	101638.000000
0.103000	102163.000000
0.104000	97123.900000
0.105000	92000.900000
0.106000	88430.900000
0.107000	84917.400000
0.108000	82210.200000
0.109000	79255.800000
0.110000	76271.000000
0.111000	73552.900000
0.112000	73014.800000
0.113000	72650.100000
0.114000	68824.600000
0.115000	64671.100000
0.116000	62947.600000
0.117000	61112.200000
0.118000	59003.000000
0.119000	56570.100000
0.120000	51982.700000
0.121000	46760.500000
0.122000	45320.600000
0.123000	42865.600000
0.124000	42270.600000
0.125000	41740.800000
0.126000	37297.200000
0.127000	32800.200000
0.128000	2568.600000
0.129000	29875.200000
0.130000	658.269000
0.131000	23592.100000
0.132000	10679.900000
0.133000	9462.170000
0.134000	8083.080000
0.135000	6693.180000
0.136000	5547.070000
0.137000	4392.300000
0.138000	2921.470000
0.139000	1440.120000
0.140000	0.000000
0.141000	0.000000
